/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_250.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_250.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_250.jpg,0,0.4,0,5.742559
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_323.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_323.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_323.jpg,0,0.4,0,6.084597
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_399.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_399.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_399.jpg,0,0.4,0,6.423943
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_470.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_470.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_470.jpg,0,0.4,0,6.676651
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_546.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_546.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_546.jpg,0,0.4,0,7.011226
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_620.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_620.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_620.jpg,0,0.4,0,7.343139
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_695.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_695.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_695.jpg,0,0.4,0,7.590302
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_774.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_774.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_774.jpg,0,0.4,0,7.764657
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_853.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_853.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_853.jpg,0,0.4,0,8.188544
/Users/domore/Desktop/IMG/center_2018_05_05_17_34_10_921.jpg,/Users/domore/Desktop/IMG/left_2018_05_05_17_34_10_921.jpg,/Users/domore/Desktop/IMG/right_2018_05_05_17_34_10_921.jpg,0,0.4,0,8.399786
